證券代碼,簡稱,年月日,報酬率％
1102   ,亞泥         ,20250609,     0.2375
2498   ,宏達電       ,20250609,    -0.6494
2882   ,國泰金       ,20250609,     2.1116
1102   ,亞泥         ,20250610,     1.4218
2498   ,宏達電       ,20250610,     0.5229
2882   ,國泰金       ,20250610,    -2.5111
1102   ,亞泥         ,20250611,     0.8178
2498   ,宏達電       ,20250611,     2.7308
2882   ,國泰金       ,20250611,     3.6364
1102   ,亞泥         ,20250612,    -0.8111
2498   ,宏達電       ,20250612,    -0.5063
2882   ,國泰金       ,20250612,     0.1462
1102   ,亞泥         ,20250613,     1.4019
2498   ,宏達電       ,20250613,    -2.7990
2882   ,國泰金       ,20250613,     0.7299
1102   ,亞泥         ,20250616,    -1.1521
2498   ,宏達電       ,20250616,     1.5707
2882   ,國泰金       ,20250616,    -2.4638
1102   ,亞泥         ,20250617,    -0.2331
2498   ,宏達電       ,20250617,     1.2887
2882   ,國泰金       ,20250617,    -2.3774
1102   ,亞泥         ,20250618,    -0.8178
2498   ,宏達電       ,20250618,     1.9084
2882   ,國泰金       ,20250618,     2.4353
1102   ,亞泥         ,20250619,    -1.4134
2498   ,宏達電       ,20250619,    -3.1211
2882   ,國泰金       ,20250619,    -1.6345
1102   ,亞泥         ,20250620,     0.0000
2498   ,宏達電       ,20250620,    -1.2887
2882   ,國泰金       ,20250620,    -0.9063
1102   ,亞泥         ,20250623,     0.1195
2498   ,宏達電       ,20250623,    -0.9138
2882   ,國泰金       ,20250623,     0.4573
1102   ,亞泥         ,20250624,     0.9547
2498   ,宏達電       ,20250624,     4.4796
2882   ,國泰金       ,20250624,     0.9105
1102   ,亞泥         ,20250625,    -0.1182
2498   ,宏達電       ,20250625,    -0.7566
2882   ,國泰金       ,20250625,     0.0000
1102   ,亞泥         ,20250626,     0.9467
2498   ,宏達電       ,20250626,    -0.8895
2882   ,國泰金       ,20250626,     0.3008
1102   ,亞泥         ,20250627,     1.2896
2498   ,宏達電       ,20250627,     1.0256
2882   ,國泰金       ,20250627,     1.7991
1102   ,亞泥         ,20250630,    -1.2731
2498   ,宏達電       ,20250630,     0.1269
2882   ,國泰金       ,20250630,    -2.3564
1102   ,亞泥         ,20250701,     1.6413
2498   ,宏達電       ,20250701,    -1.0139
2882   ,國泰金       ,20250701,     0.9554
1102   ,亞泥         ,20250702,    -0.8074
2498   ,宏達電       ,20250702,    -1.6645
2882   ,國泰金       ,20250702,    -1.2618
1102   ,亞泥         ,20250703,     1.8605
2498   ,宏達電       ,20250703,     1.8229
2882   ,國泰金       ,20250703,     0.1597
1102   ,亞泥         ,20250704,    -1.7123
2498   ,宏達電       ,20250704,    -2.6854
2882   ,國泰金       ,20250704,    -1.9139
1102   ,亞泥         ,20250707,    -1.8583
2498   ,宏達電       ,20250707,    -1.0512
2882   ,國泰金       ,20250707,     0.4878
1102   ,亞泥         ,20250708,    -1.6568
2498   ,宏達電       ,20250708,     0.2656
2882   ,國泰金       ,20250708,    -0.3236
1102   ,亞泥         ,20250709,    -1.2034
2498   ,宏達電       ,20250709,    -0.3974
2882   ,國泰金       ,20250709,    -0.8117
1102   ,亞泥         ,20250710,     1.0962
2498   ,宏達電       ,20250710,    -0.7979
2882   ,國泰金       ,20250710,     2.6187
1102   ,亞泥         ,20250711,    -1.4458
2498   ,宏達電       ,20250711,     1.3405
2882   ,國泰金       ,20250711,    -0.3190
1102   ,亞泥         ,20250714,    -1.4670
2498   ,宏達電       ,20250714,    -1.0582
2882   ,國泰金       ,20250714,     1.1200
1102   ,亞泥         ,20250715,     0.8685
2498   ,宏達電       ,20250715,     0.9358
2882   ,國泰金       ,20250715,    -0.1582
1102   ,亞泥         ,20250716,    -1.5990
2498   ,宏達電       ,20250716,     9.9338
2882   ,國泰金       ,20250716,     0.6339
1102   ,亞泥         ,20250717,     2.3750
2498   ,宏達電       ,20250717,     2.8916
2882   ,國泰金       ,20250717,    -0.6299
1102   ,亞泥         ,20250718,     0.7742
2498   ,宏達電       ,20250718,    -2.1077
2882   ,國泰金       ,20250718,    -0.7924
1102   ,亞泥         ,20250721,     1.0243
2498   ,宏達電       ,20250721,    -1.9139
2882   ,國泰金       ,20250721,    -0.4792
1102   ,亞泥         ,20250722,     0.8872
2498   ,宏達電       ,20250722,    -4.6341
2882   ,國泰金       ,20250722,    -0.9631
1102   ,亞泥         ,20250723,     2.8894
2498   ,宏達電       ,20250723,     2.1739
2882   ,國泰金       ,20250723,     1.6207
1102   ,亞泥         ,20250724,    -1.5873
2498   ,宏達電       ,20250724,     0.3755
2882   ,國泰金       ,20250724,    -0.1595
1102   ,亞泥         ,20250725,     0.6203
2498   ,宏達電       ,20250725,    -0.1247
2882   ,國泰金       ,20250725,     0.0000
1102   ,亞泥         ,20250728,     0.3699
2498   ,宏達電       ,20250728,     0.8739
2882   ,國泰金       ,20250728,    -1.1182
1102   ,亞泥         ,20250729,    -1.4742
2498   ,宏達電       ,20250729,     1.4851
2882   ,國泰金       ,20250729,    -0.9693
1102   ,亞泥         ,20250730,     0.9975
2498   ,宏達電       ,20250730,    -0.3659
2882   ,國泰金       ,20250730,     0.3263
1102   ,亞泥         ,20250731,     0.0000
2498   ,宏達電       ,20250731,    -1.2240
2882   ,國泰金       ,20250731,    -0.9756
1102   ,亞泥         ,20250801,    -0.8642
2498   ,宏達電       ,20250801,     1.1152
2882   ,國泰金       ,20250801,     0.4926
1102   ,亞泥         ,20250804,     0.8717
2498   ,宏達電       ,20250804,     2.4510
2882   ,國泰金       ,20250804,     2.1242
1102   ,亞泥         ,20250805,    -0.8642
2498   ,宏達電       ,20250805,    -0.7177
2882   ,國泰金       ,20250805,     0.4800
1102   ,亞泥         ,20250806,     0.6227
2498   ,宏達電       ,20250806,     0.6024
2882   ,國泰金       ,20250806,    -0.1592
1102   ,亞泥         ,20250807,     0.0000
2498   ,宏達電       ,20250807,    -2.5150
2882   ,國泰金       ,20250807,     0.3190
1102   ,亞泥         ,20250808,    -0.2475
2498   ,宏達電       ,20250808,     1.3514
2882   ,國泰金       ,20250808,     0.4769
1102   ,亞泥         ,20250811,    -1.8610
2498   ,宏達電       ,20250811,     3.3939
2882   ,國泰金       ,20250811,     1.1076
1102   ,亞泥         ,20250812,    -0.6321
2498   ,宏達電       ,20250812,     1.4068
2882   ,國泰金       ,20250812,    -0.4695
1102   ,亞泥         ,20250813,     0.5089
2498   ,宏達電       ,20250813,    -1.3873
2882   ,國泰金       ,20250813,     0.1572
1102   ,亞泥         ,20250814,     0.7595
2498   ,宏達電       ,20250814,     0.1172
2882   ,國泰金       ,20250814,     1.4129
1102   ,亞泥         ,20250815,    -1.0050
2498   ,宏達電       ,20250815,     9.9532
2882   ,國泰金       ,20250815,     0.1548
1102   ,亞泥         ,20250818,    -0.6345
2498   ,宏達電       ,20250818,     9.9042
2882   ,國泰金       ,20250818,    -0.4637
1102   ,亞泥         ,20250819,    -2.1711
2498   ,宏達電       ,20250819,     9.8837
2882   ,國泰金       ,20250819,    -0.3106
1102   ,亞泥         ,20250820,    -0.1305
2498   ,宏達電       ,20250820,    -3.7037
2882   ,國泰金       ,20250820,    -1.7134
1102   ,亞泥         ,20250821,    -0.2614
2498   ,宏達電       ,20250821,     9.8901
2882   ,國泰金       ,20250821,     2.2187
1102   ,亞泥         ,20250822,    -0.5242
2498   ,宏達電       ,20250822,     1.6667
2882   ,國泰金       ,20250822,    -1.0853
1102   ,亞泥         ,20250825,     0.3953
2498   ,宏達電       ,20250825,    -1.6393
2882   ,國泰金       ,20250825,     1.2539
1102   ,亞泥         ,20250826,    -1.5748
2498   ,宏達電       ,20250826,    -1.8333
2882   ,國泰金       ,20250826,    -1.8576
1102   ,亞泥         ,20250827,    -0.4000
2498   ,宏達電       ,20250827,     9.8472
2882   ,國泰金       ,20250827,    -1.2618
1102   ,亞泥         ,20250828,    -0.6693
2498   ,宏達電       ,20250828,     2.7821
2882   ,國泰金       ,20250828,    -0.4792
1102   ,亞泥         ,20250829,    -0.1348
2498   ,宏達電       ,20250829,     5.8647
2882   ,國泰金       ,20250829,    -1.2841
1102   ,亞泥         ,20250901,    -1.8893
2498   ,宏達電       ,20250901,     3.5511
2882   ,國泰金       ,20250901,     1.7886
1102   ,亞泥         ,20250902,    -0.1376
2498   ,宏達電       ,20250902,    -3.1550
2882   ,國泰金       ,20250902,     1.4377
1102   ,亞泥         ,20250903,     0.2755
2498   ,宏達電       ,20250903,     5.5241
2882   ,國泰金       ,20250903,     0.0000
1102   ,亞泥         ,20250904,     0.0000
2498   ,宏達電       ,20250904,    -3.3557
2882   ,國泰金       ,20250904,     0.9449
1102   ,亞泥         ,20250905,     0.0000
2498   ,宏達電       ,20250905,     0.9722
2882   ,國泰金       ,20250905,     0.7800
1102   ,亞泥         ,20250908,    -0.2747
2498   ,宏達電       ,20250908,    -3.4388
2882   ,國泰金       ,20250908,    -1.2384
1102   ,亞泥         ,20250909,     0.0000
2498   ,宏達電       ,20250909,    -3.9886
2882   ,國泰金       ,20250909,     0.4702
1102   ,亞泥         ,20250910,     0.2755
2498   ,宏達電       ,20250910,     0.1484
2882   ,國泰金       ,20250910,     1.2480
1102   ,亞泥         ,20250911,    -0.8242
2498   ,宏達電       ,20250911,    -1.0370
2882   ,國泰金       ,20250911,    -0.7704
1102   ,亞泥         ,20250912,     1.2465
2498   ,宏達電       ,20250912,    -0.4491
2882   ,國泰金       ,20250912,     1.7081
1102   ,亞泥         ,20250915,     0.6840
2498   ,宏達電       ,20250915,    -5.1128
2882   ,國泰金       ,20250915,    -0.1527
1102   ,亞泥         ,20250916,    -1.4946
2498   ,宏達電       ,20250916,     4.9128
2882   ,國泰金       ,20250916,     1.0703
1102   ,亞泥         ,20250917,     0.0000
2498   ,宏達電       ,20250917,     3.9275
2882   ,國泰金       ,20250917,    -0.6051
1102   ,亞泥         ,20250918,    -0.6897
2498   ,宏達電       ,20250918,     1.0174
2882   ,國泰金       ,20250918,    -1.0654
1102   ,亞泥         ,20250919,     1.1111
2498   ,宏達電       ,20250919,    -1.7266
2882   ,國泰金       ,20250919,     0.7692
1102   ,亞泥         ,20250922,     1.7857
2498   ,宏達電       ,20250922,    -5.4173
2882   ,國泰金       ,20250922,     0.7634
1102   ,亞泥         ,20250923,    -0.5398
2498   ,宏達電       ,20250923,     0.0000
2882   ,國泰金       ,20250923,     0.3030
1102   ,亞泥         ,20250924,     0.6784
2498   ,宏達電       ,20250924,    -1.7028
2882   ,國泰金       ,20250924,    -0.3021
1102   ,亞泥         ,20250925,     0.0000
2498   ,宏達電       ,20250925,    -3.7795
2882   ,國泰金       ,20250925,    -0.4545
1102   ,亞泥         ,20250926,     0.1348
2498   ,宏達電       ,20250926,    -2.7823
2882   ,國泰金       ,20250926,    -0.9132
1102   ,亞泥         ,20250930,     2.6918
2498   ,宏達電       ,20250930,     0.3367
2882   ,國泰金       ,20250930,     0.7680
1102   ,亞泥         ,20251001,    -2.0970
2498   ,宏達電       ,20251001,     0.6711
2882   ,國泰金       ,20251001,    -0.4573
1102   ,亞泥         ,20251002,    -0.4016
2498   ,宏達電       ,20251002,     1.6667
2882   ,國泰金       ,20251002,    -0.4594
1102   ,亞泥         ,20251003,     0.4032
2498   ,宏達電       ,20251003,     2.4590
2882   ,國泰金       ,20251003,     0.0000
1102   ,亞泥         ,20251007,     0.0000
2498   ,宏達電       ,20251007,    -0.4800
2882   ,國泰金       ,20251007,     0.3077
1102   ,亞泥         ,20251008,    -0.1339
2498   ,宏達電       ,20251008,    -8.3601
2882   ,國泰金       ,20251008,     0.1534
1102   ,亞泥         ,20251009,    -0.4021
2498   ,宏達電       ,20251009,    -2.4561
2882   ,國泰金       ,20251009,     1.6845
1102   ,亞泥         ,20251013,    -0.5384
2498   ,宏達電       ,20251013,    -1.7986
2882   ,國泰金       ,20251013,    -1.6566
1102   ,亞泥         ,20251014,    -0.2706
2498   ,宏達電       ,20251014,    -4.7619
2882   ,國泰金       ,20251014,     0.3063
1102   ,亞泥         ,20251015,    -0.4071
2498   ,宏達電       ,20251015,     3.0769
2882   ,國泰金       ,20251015,     1.3740
1102   ,亞泥         ,20251016,    -0.6812
2498   ,宏達電       ,20251016,    -1.3060
2882   ,國泰金       ,20251016,    -0.9036
1102   ,亞泥         ,20251017,     0.9602
2498   ,宏達電       ,20251017,    -2.4575
2882   ,國泰金       ,20251017,    -0.9119
1102   ,亞泥         ,20251020,     0.2717
2498   ,宏達電       ,20251020,     0.7752
2882   ,國泰金       ,20251020,     0.1534
1102   ,亞泥         ,20251021,     0.2710
2498   ,宏達電       ,20251021,     1.3462
2882   ,國泰金       ,20251021,     0.6126
1102   ,亞泥         ,20251022,     0.9459
2498   ,宏達電       ,20251022,    -0.1898
2882   ,國泰金       ,20251022,     0.0000
1102   ,亞泥         ,20251023,     0.8032
2498   ,宏達電       ,20251023,    -2.0913
2882   ,國泰金       ,20251023,     0.0000
1102   ,亞泥         ,20251027,    -1.7264
2498   ,宏達電       ,20251027,     1.3592
2882   ,國泰金       ,20251027,     0.0000
1102   ,亞泥         ,20251028,    -1.3514
2498   ,宏達電       ,20251028,     0.1916
2882   ,國泰金       ,20251028,    -1.3699
1102   ,亞泥         ,20251029,    -0.8219
2498   ,宏達電       ,20251029,    -1.9120
2882   ,國泰金       ,20251029,     0.0000
1102   ,亞泥         ,20251030,     0.6906
2498   ,宏達電       ,20251030,    -1.7544
2882   ,國泰金       ,20251030,    -0.3086
1102   ,亞泥         ,20251031,    -0.4115
2498   ,宏達電       ,20251031,     0.1984
2882   ,國泰金       ,20251031,    -0.9288
1102   ,亞泥         ,20251103,    -2.3416
2498   ,宏達電       ,20251103,     2.3762
2882   ,國泰金       ,20251103,    -0.1563
1102   ,亞泥         ,20251104,     0.2821
2498   ,宏達電       ,20251104,    -3.8685
2882   ,國泰金       ,20251104,     1.0955
1102   ,亞泥         ,20251105,     0.4219
2498   ,宏達電       ,20251105,     1.2072
2882   ,國泰金       ,20251105,    -0.7740
1102   ,亞泥         ,20251106,     0.8403
2498   ,宏達電       ,20251106,     0.7952
2882   ,國泰金       ,20251106,     0.9360
1102   ,亞泥         ,20251107,     0.2778
2498   ,宏達電       ,20251107,    -6.3116
2882   ,國泰金       ,20251107,    -1.8547
1102   ,亞泥         ,20251110,     3.1856
2498   ,宏達電       ,20251110,    -0.4211
2882   ,國泰金       ,20251110,     0.4724
1102   ,亞泥         ,20251111,    -0.9396
2498   ,宏達電       ,20251111,    -0.6342
2882   ,國泰金       ,20251111,     1.5674
1102   ,亞泥         ,20251112,     0.0000
2498   ,宏達電       ,20251112,    10.0000
2882   ,國泰金       ,20251112,     0.1543
1102   ,亞泥         ,20251113,     0.9485
2498   ,宏達電       ,20251113,    -1.7408
2882   ,國泰金       ,20251113,     1.5408
1102   ,亞泥         ,20251114,     0.4027
2498   ,宏達電       ,20251114,     0.0000
2882   ,國泰金       ,20251114,     0.1517
1102   ,亞泥         ,20251117,     0.6684
2498   ,宏達電       ,20251117,     0.9843
2882   ,國泰金       ,20251117,    -1.0606
1102   ,亞泥         ,20251118,    -1.3280
2498   ,宏達電       ,20251118,    -4.7758
2882   ,國泰金       ,20251118,    -0.7657
1102   ,亞泥         ,20251119,     1.0767
2498   ,宏達電       ,20251119,     0.4094
2882   ,國泰金       ,20251119,    -0.9259
1102   ,亞泥         ,20251120,     0.2663
2498   ,宏達電       ,20251120,    -0.7136
2882   ,國泰金       ,20251120,     0.7788
1102   ,亞泥         ,20251121,    -0.6640
2498   ,宏達電       ,20251121,    -1.8480
2882   ,國泰金       ,20251121,    -1.7002
